dir,key,clue
prods,252,24____12_15_18_8_5______18_5__48_30___12_4__8_5_10_______18__
size,253,6
shape,253,dabbcdfdabcfdedacdeffddfeddffdfffacf
letters,253,536124345612452361123456614235261543
prods,253,15_36____8__40_30____48__6_18__6____8_15___6_4___15____20__
size,254,6
shape,254,ddabcdffdddfddeffdeffacffacdddabcfff
letters,254,364512156423423156512364235641641235
prods,254,3_30_20___6___36_4_10__40_2____24____18____15__12_12_5_24_____
size,255,6
shape,255,abbcddddacefffddedddffefffddedacffff
letters,255,456231164352631524523146245613312465
prods,255,240____720_2_6_18_12______3_5__24_10_8_______10_24__15_3_____
size,256,6
shape,256,abcacddacddfeddefdfffedfdddffdfffacf
letters,256,631254142635564312256143423561315426
prods,256,18___10__20_10_8__90_3___30_24___6_____24__12_2_15___6____8__
size,257,6
shape,257,acabcddacacffddddddffefffacfddacacff
letters,257,241653524316612534365421136245453162
prods,257,8__30___18_30_8__3____6_10_40_6_4_3_______18___24_10_20__3___
size,258,6
shape,258,dddacdeffddfeacffdfddddfdffffdfacacf
letters,258,256314634521561243315462423156142635
prods,258,180_15_24_3__4____10_8___6____6__2_15_4_30__4_____30__8__18__
size,259,6
shape,259,acacddddddffffefddacedefddfffdffabcf
letters,259,165324231465412536526143643251354612
prods,259,6__15__12_20_8_3_36_20_______60_18_10___2___18_20____2___24___
size,260,6
shape,260,abcacddddddffffffdabcddedddffefffacf
letters,260,516324235461154236463152621543342615
prods,260,30___6__4_2_15_20_8_18_______180_72___5_20__18_8_2_______6__
size,261,6
shape,261,abbcdddabceffdacfddedacfeffdddfacfff
letters,261,231465354216615342463521526134142653
prods,261,24____24_30_18_40______12_15___2_20__18_10______6_15_12__8____
size,262,6
shape,262,acddddddeffffffacddacddeeddffefffacf
letters,262,462513623145256431145326531264314652
prods,262,24__36_5_4_15_12_10________12__48_15_20__6_12___3_4_______30__
size,263,6
shape,263,acabcddddaceffeddfddfefdffdedeacffff
letters,263,634215152643365124246351513462421536
prods,263,18__8___60_3_30_60_24______60_10__10_4____12___3__18__8_____
size,264,6
shape,264,dddacdffeddfaceffdddeacfeffdddfacfff
letters,264,524316651423132654416235243561365142
prods,264,30_10_144_3__18____24_10__3_____20_24_4__6______5_24_2__30____
size,265,6
shape,265,ddabcdffdddfacfffddddacfffedddacffff
letters,265,625134412365154623531246346512263451
prods,265,24_2_15___20___8_18_12__5_____18_15_12_18_8______20_5_2_12_____
size,266,6
shape,266,abbbcddacacffdabcddedacfeffdddfacfff
letters,266,145263651342264135513426326514432651
prods,266,240_____6_12_5__12____12_12___30_60__18_8______30_5_4__6____
size,267,6
shape,267,abcacdddabcfefdacdfdeddfdeffedffacff
letters,267,564231352416241653613524126345435162
prods,267,120___6__6_36_20_8______18_30__12__6__15_48__4_____10___5___
size,268,6
shape,268,dabbcdedabcfffdacdacfddfdddffdfffacf
letters,268,136425463512251634314256542163625341
prods,268,8_144____10__30_15______4_18__24_3___2_30__30_8_10___3____12__
size,269,6
shape,269,acabcddddacffffdddacdeffddffddffacff
letters,269,164253635412256341421536513624342165
prods,269,6__40___6_12_15_30_4______90_12_6_8__3____15_4___12_20___2___
size,270,6
shape,270,acabcddacddfeddffdeffacffabcddacacff
letters,270,512436236145421653145362653214364521
prods,270,5__24___30_48_18__6_20___8_5___6____18____30___2_4_18__20___
size,271,6
shape,271,abbbcddddacffefddddedeffffffddacacff
letters,271,516243132564425631653412241356364125
prods,271,240_____12_4_120_10_30______72_3_2_12__3________10_30_18__4___
size,272,6
shape,272,acddddddffffefabcdeddacfffedddacffff
letters,272,314256532164465312256431621543143625
prods,272,3__8_2_30_24_240_18_______15___2__10_18_12______30_8_15_4_____
size,273,6
shape,273,acabcddabbcfeddacdefeddfedeffdfffacf
letters,273,156423342615625341213564564132431256
prods,273,5__48___15_720_48______2_60_12__4____5_18___18____12____10__
size,274,6
shape,274,dabbcdeddacfefedddedffefefacfdfacacf
letters,274,354162263415512346146523631254425631
prods,274,720_120____10__6_36_4______15_40_18__12_______2___4__10__18__
size,275,6
shape,275,dabbcdfddddedfffeffdddeddefffeffabcf
letters,275,532614614253423561251346346125165432
prods,275,30_36____12__2_12_10_240__8_______120_6_3__60_3________60___
size,276,6
shape,276,acabcddddaceffeddeacefffddfacdffabcf
letters,276,165432256314321645432561614253543126
prods,276,6__60___40_6_10_48_3______30_24__12______30_4__10__18___6___
size,277,6
shape,277,dabbcdeddacffffdddacdefeddffdeffacff
letters,277,512364436251264513351426623145145632
prods,277,40_36____4__18_24_10______20_2_180_15__3____6_8___12____30___
size,278,6
shape,278,abbcdddacdfffddedddefffeefabcefacacf
letters,278,516423632154453261165342241635324516
prods,278,120____10_12_24_6__6____120_15__24_60_6________18_____8__5__
size,279,6
shape,279,abcddddacfeffdacfddedddfffffedacacff
letters,279,436152562314314625145263623541251436
prods,279,72___3_10_8_15_12______8_24___15_6__15_10_72_______6_10__4___
size,280,6
shape,280,acabcddddacfeffdddfddeffdffeddfacfff
letters,280,153624215346462513346251531462624135
prods,280,5__36___24_24_6_10_12______40_5_3__12_6____30____18_10__8____
size,281,6
shape,281,abcacdddabceffdaceacfddfdddffdfffacf
letters,281,645231512643236514421365364152153426
prods,281,120___6__60_10_3_48______6_5___8___3_30__3_30_12___12____8__
size,282,6
shape,282,abcddddacffeedacdefeddffdffeddfacfff
letters,282,341625652413216534435261164352523146
prods,282,12___24_2_60_48_10______18_30__18____20_6___5____20_12__6____
size,283,6
shape,283,acabcddddacffefddddedefffffeddabcfff
letters,283,412356641523364215256431135642523164
prods,283,4__30___18_18_360_4_10______48_3_5_2__30________24_8_30_____
size,284,6
shape,284,abcddddddfffefeacdfdeddfdfffedfabcff
letters,284,146523624351531462352146215634463215
prods,284,24___15_10_3_90_6_40_______24__12__5__6_12__8_____20__36____
size,285,6
shape,285,ddabcdffdacfacedddddfffeffabceabcacf
letters,285,135246654312423651216435361524542163
prods,285,6_15_40___12___72_3___8___24_15_60_6_6_______10____40___6__
size,286,6
shape,286,ddabcdffdddfddffedffddefddeffdfffacf
letters,286,543612162534215463436125351246624351
prods,286,5_24_18___8___10_20_144__8_3____15___24_2___18_10____6____15__
size,287,6
shape,287,abbbcdddabcfffddddddffffffddddacffff
letters,287,316245542361654132263514135426421653
prods,287,144_____5_30_20_36______12_5_3_8_2_18_______5_24_10_18_8_____
size,288,6
shape,288,abcacddacddfeddffdfefddfdedffdfffacf
letters,288,413526146253321465562341654132235614
prods,288,12___10__18_15_24__8_30___180_2___5____3_12__12__20___8____6__
size,289,6
shape,289,abcacddabbceeddddfefeffdedfaceffabcf
letters,289,125346631524463152256413542631314265
prods,289,10___12__48_720_30______30_36_4_5_______15__4__18_____48___
size,290,6
shape,290,abbcddddddefefeffdfdfacedfabcefacacf
letters,290,215634423561546123134256651342362415
prods,290,60____36_4_20_8_72_5________180__15__10___18__12_____12__4__
size,291,6
shape,291,acddddddffffefddddfdefffdefacdffabcf
letters,291,164325536412253641412563341256625134
prods,291,6__24_12_2_10_40_15_______6_30_24_3__8_____18___10__24___15___
size,292,6
shape,292,abbcdddabcffedabcdfedacfdffdddfacfff
letters,292,546321253164461532132456615243324615
prods,292,360____12_4_8_15______18_15___12___10_20___18___12_4_15__8____
size,293,6
shape,293,dddacdefeddffdfefddfdedfedfffdffabcf
letters,293,512364241536154623635142463251326415
prods,293,10_4_8_18__24____60_6___15____6_72__15__20___12____5___24___
size,294,6
shape,294,acabcddabcdeedddfffefedddedffefffacf
letters,294,256341345612164253621534432165513426
prods,294,10__72___6_18_120___5___36_4_10_______18_120_20__6_______8__
size,295,6
shape,295,ddacddffddefacfffddddacfffedddacffff
letters,295,421536253164564213342651136425615342
prods,295,8_10_5__18_24___12_2___30_____3_3_12_60_30______12_8_10_6_____
size,296,6
shape,296,ddacddefddeffdeffddfeddfedeffdfffacf
letters,296,435216561432624351152643316524243165
prods,296,120_18_10__15_12___144_12____10____3_6___30_8___4____20____6__
size,297,6
shape,297,abbbcddacddffddffddffddfeddffdfffacf
letters,297,143526254613326145512364465231631452
prods,297,120_____18_6_20__6_4___2_12___20_120___6_18___18_5___2____20__
size,298,6
shape,298,acabcddddacefefddededeffffffddacacff
letters,298,235641543126152463326514614235461352
prods,298,6__120___72_5_40_6_2______40_6__18__24________15_10_24__3___
size,299,6
shape,299,acabcddabbcfedacddefddffedffddffacff
letters,299,632451451263325614146325564132213546
prods,299,18__40___3_120_60______8_30__2_20___24_3____6___12_12___15___
size,300,6
shape,300,abbbcddacacefdabcfdedacdffeddeacffff
letters,300,623541431256156324564132312465245613
prods,300,720_____24_4_3__10____30_36____15__40_3__30____24_6__8_____
size,301,6
shape,301,acacdddacdfeeddfdeeffdfffacfddacacff
letters,301,124365516243632154463521345612251436
prods,301,2__12__24_60_360_6__2____18_6__10_____30____20___3_12_10__4___
size,302,6
shape,302,dabbcdfddacedfeddefdefffdffacdfabbcf
letters,302,652431321564165243543126416352234615
prods,302,18_120____72__12_90_30___5___2_8___4_____8___15__10__72____
size,303,6
shape,303,acdacdddeddfffefedacedefddfffdffabcf
letters,303,154362326154635241561423412635243516
prods,303,5__240_18__8_18_6__2_120_______3_30___24___8_4____30___15___
size,304,6
shape,304,acddddddffefffacfddacddfeddffdfffacf
letters,304,254361143526561243312654635412426135
prods,304,10__12_15_48_6_5_24_______2___12_72_2__24_5___6_30___10____3__
size,305,6
shape,305,acacdddabceffdacfddfdddfedffedffacff
letters,305,524163436215613452145326352641261534
prods,305,10__4__30_15_24_36______4_12___12_6__10_18_24___30____4___5___
size,306,6
shape,306,acabcddddacffffdddacdffeddfaceffabcf
letters,306,162345415632641253536421324516253164
prods,306,6__24___10_24_4_5_18______8_10_72_15__24____6_10__5_____18___
size,307,6
shape,307,dacdddeddffefffaceacdddfddeffdfffacf
letters,307,351462526134132546614253243615465321
prods,307,15_5__4_18_144__6_12_______20___6__60_12_5__8_24____5____6__
size,308,6
shape,308,ddacddfeddefdffefdfacedfdddffdfffacf
letters,308,423651146235235416512364654123361542
prods,308,4_24_18__15_5___30_24___10_____24__2___12__18_30_4___6____20__
size,309,6
shape,309,dabbcdeddddfffeffdaceddfddeffdfffacf
letters,309,263154345261132645456312521436614523
prods,309,6_90____4__12_240_12_24_______10_20___12_3__30_2____18____10__
size,310,6
shape,310,dacacdfddddfdefffdefabcffabcddabbcff
letters,310,413265145326564132231654326541652413
prods,310,4_3__12__30__72_20_3_6__30_____8___30_____60___4_3_240_____
size,311,6
shape,311,abcddddddfffffeacdaceddeddfffeffabcf
letters,311,231654416325125463354216563142642531
prods,311,6___18_10_20_4_2_360_______24__36_15___2_4__30_24_______30___
size,312,6
shape,312,ddabcdfedacedefddffedefddffedefacfff
letters,312,415623123456231564642135564312356241
prods,312,4_144_60___72___3_20___12___30_18____8___10_15____4___30____
size,313,6
shape,313,abcacddabcdffdacfddedddfffffedacacff
letters,313,254163436512625341513426361254142635
prods,313,40___6__6_24_90___4___12_15___6_15__3_8_30_______20_4__12___
size,314,6
shape,314,acacdddacdeffddffddefacfffddddacffff
letters,314,245631162543514326351462623154436215
prods,314,8__30__24_3_5_12__15____10_4___12_18___24_____18_2_5_20_12_____
size,315,6
shape,315,dabbcdfdabcfdedacdfefddfdedffdfffacf
letters,315,651243146325314562532416263154425631
prods,315,6_40____15__144_36____15__8_30__12____4_5__8__15___4____18__
size,316,6
shape,316,acddddddefefeffdfdfacedfdddffdfffacf
letters,316,425163264315542631613452351246136524
prods,316,8__40_3_18_15_60_24________48__2__3___20__3_15_6___24____10__
size,317,6
shape,317,abcacddacddffddffddefacfefabcdfabbcf
letters,317,415326243561631452364215526143152634
prods,317,20___6__6_12_12__20_30___36_4___10_15___2_____24___12__180____
size,318,6
shape,318,abcacddabbcefddacedefddfffdffdacfacf
letters,318,521346352614635421413562246135164253
prods,318,10___12__48_18_60______12_15_8___8___5_18____24___15_6___10__
size,319,6
shape,319,acabcddddddfeffefdfddedfdefffdffabcf
letters,319,634125326541152364215436543612461253
prods,319,18__8___5_6_10_12_360_24_______24__24_15__3__20_____6___10___
size,320,6
shape,320,abcddddacfffedabcdffdddfddeffdfffacf
letters,320,245631612453364215536124451362123546
prods,320,40___24_15_3_90_2______18_8___20___18_3_12__4_10____12____20__
size,321,6
shape,321,dddacdffeddfaceffdddfacfefabcdfabbcf
letters,321,315642632451256134421563543216164325
prods,321,18_3_60_24__2____4_15__10_____12_20_8__30_____6___30__144____
size,322,6
shape,322,acddddddffffefabcdeacddfeddffdfffacf
letters,322,461523134652215364623145546231352416
prods,322,24__4_30_10_6_180_3_______90___20__6__2_12___20_12___6____4__
size,323,6
shape,323,acdacdddeddfffeffdddfaceefacdefabcff
letters,323,531642126453463215245361354126612534
prods,323,15__90_24__6_4_12__8_5_______120_36_20__18_____4__6___10____
size,324,6
shape,324,dddacdeffddffacfedddacffffddddacffff
letters,324,341652415236256143124365632514563421
prods,324,24_4_5_30__12____2_72___30____15_6_6_12______6_20_2_4_30_____
size,325,6
shape,325,abbbcddacddffddffddefacfffddddacffff
letters,325,513264345126431652264315126543652431
prods,325,180_____24_12_20__6_10___36_4___10_2___3_____12_20_12_3_30_____
size,326,6
shape,326,abcacddabcdfedacfdffdddfddeffdfffacf
letters,326,523416416235651324235641142563364152
prods,326,30___4__30_48_12___6___15_3___4___40_30_24__3_24____6____5__
size,327,6
shape,327,dabbcdedabcefedacfdfedddedfffeffabcf
letters,327,523416316524142635451263634152265341
prods,327,15_24____120__20_60______8_18___48___2_30_6__18_______60___
size,328,6
shape,328,dddacdffeddeaceffeddeacfeffdddfacfff
letters,328,365124423516156342542631614253231465
prods,328,12_12_720_2__48____15_4__5______60_4__18______8_30_15__3____
size,329,6
shape,329,ddabcdfedddfdfeffdedfaceefacdefabcff
letters,329,126354234615652431345162461523513246
prods,329,2_30_90___20___40_24_3__360_____36__24__6_____5__8___6____
size,330,6
shape,330,dacacdedabcfefdacdededdffffffdacabcf
letters,330,341256653124264315125643516432432561
prods,330,180_4__10__24__30_6______120_3__15__2__24_12_______2_12__60___
size,331,6
shape,331,dddacdfffddeacdeffddffddefacfefabbcf
letters,331,325461214536132654561342456213643125
prods,331,6_2_20_24__24____90_15__3__2____120_30___4_30___12_____24____
size,332,6
shape,332,abcddddddffeefeddffdeffddffddefacfff
letters,332,452316126543645231314652231465563124
prods,332,40___15_4_18_18_8_120_______12_15___3____40_10___4_12___18____
size,333,6
shape,333,dacdddeddfffeffacdfacddfdddffdfffacf
letters,333,512436356214231645143562465123624351
prods,333,30_2__8_3_24__15_6_______24__10__12__5_12__24_12_20___3____15__
size,334,6
shape,334,acddddddeffffffdddacdffeddfaceffabcf
letters,334,132654651423413562246135524316365241
prods,334,3__6_24_10_12_24_5________5_18_60_8__24____15_12__3_____40___
size,335,6
shape,335,acddddddefffefeacdfdeddfdefffdffabcf
letters,335,214536345621132465456213563142621354
prods,335,2__720_30_6_6_12_12________24__15__60__2_4__30_____8___15___
size,336,6
shape,336,abcddddddeffffffdddacdefeddffdfffacf
letters,336,263514514326321465456132635241142653
prods,336,36___60_2_24_15_2_4________72_10_24_30__2____12_10___3____30__
size,337,6
shape,337,abcacdddabcfefdacdfdfddfdedffdfffacf
letters,337,253461625134142653531246416325364512
prods,337,30___24__4_30_8_15______2_30__18__18__6_8__12__24___10____5__
size,338,6
shape,338,acabcddabcdeedddfeeffedfeddffdfffacf
letters,338,521436645123364512256341132654413265
prods,338,10__12___36_144_20___2___30_24_90_______20___3_6___20____12__
size,339,6
shape,339,acacddddddeffefffddfacdefabcfeabcacf
letters,339,352461461523543216614352125634236145
prods,339,15__8__12_3_20_24_3_10________240_6__12__15___60_____36___4__
size,340,6
shape,340,dacacdfddddfdfeffdedeacfeffdddfacfff
letters,340,352416613542264153146235425361531624
prods,340,18_10__4__12__6_360_5_20__40_____15__8__6______18_12_4__3____
size,341,6
shape,341,dddacdeffddfeddffdeffacffacdddabcfff
letters,341,564132216453342615453261125346631524
prods,341,120_6_24_3__6____24_5___20_6___5____12____10__15_8_24_18_____
size,342,6
shape,342,abcacdddabcfffdacdacfddfdddffdfffacf
letters,342,354612621453136524543261215346462135
prods,342,60___6__6_6_6_20______18_10__4_20___6_24__8_6_10___30____3__
size,343,6
shape,343,dddacdeffddfeacfedfdddffdeffddffacff
letters,343,561423645312452631213564134256326145
prods,343,240_24_5_8__6____18_18___10____4__6_12_10___3____20_30___6___
size,344,6
shape,344,ddacddefddeffdfffddedacfffedddacffff
letters,344,346152265341153426624513512634431265
prods,344,6_24_6__40_2___15_12____10____18_30__8_5______12_18_20_12_____
size,345,6
shape,345,ddacddffddefddfefdffdedfddeffdfffacf
letters,345,423165531426245631654312162543316254
prods,345,20_6_3__36_30___5_360___12_20____2___48__4__3_6____12____10__
size,346,6
shape,346,abbbcddabbcefddacfdefdddffdffeacfacf
letters,346,231645125364564132342516416253653421
prods,346,144_____40_5_180______24_8_3___12___10_5_18___18____30___8__
size,347,6
shape,347,acacdddabceffdddfddfffdffabcfdabcacf
letters,347,432156156342325614261435514263643521
prods,347,12__2__20_12_3_90______12_5_24__20_10____18___8____3_72___10__
size,348,6
shape,348,abbbcddacacffddddddffffffacacdacabcf
letters,348,546123653412421365234651165234312546
prods,348,240_____6_24_15__4____6_4_18_30_5_2_______30__6__24_3__40___
size,349,6
shape,349,acddddddefffffedddddffffffddddacffff
letters,349,154362325614213456642135536241461523
prods,349,5__120_18_6_8_6_2________4_15_30_30_12_______6_10_8_3_24_____
size,350,6
shape,350,acabcddddacffefddddedfffeffdddfacfff
letters,350,462351546123634512351246125634213465
prods,350,24__30___3_30_120_24_2______10_4_12_6__5_______24_18_20__3____
size,351,6
shape,351,acabcddddddfeffffdeacddfeddffdfffacf
letters,351,162435415263341526654312236154523641
prods,351,6__24___15_720_4_5_10_12_______12__20__3_5___6_18___4____24__
size,352,6
shape,352,acddddddffffffacddabcdefdddffdfffacf
letters,352,632145456321215463143256521634364512
prods,352,18__12_3_8_5_8_5_______20__90_18_12___12___15_12_4___8____5__
size,353,6
shape,353,abcddddacffeeddacefefddfdedffdfffacf
letters,353,316245641523435612254136523461162354
prods,353,18___10_8_180_48_4______180_20_6______4_18__5__6___4____15__
size,354,6
shape,354,dddacdffeddfacffedddddfeffffdeacacff
letters,354,523146351462235614642531164325416253
prods,354,15_10_15_4__12____24_18__6_____60_6_24_8_15_______10__4__12___
size,355,6
shape,355,acddddddffeffeacfddedacfeffdddfacfff
letters,355,123564631452412635546213265341354126
prods,355,2__3_20_90_8_24_72_______12___15_30__30_2______3_8_6__20____
size,356,6
shape,356,abcacddddddfffeffdddeacfffedddacffff
letters,356,563412624351216543142635351264435126
prods,356,90___4__2_12_2_240_15_20_______15_3_20__18______2_12_24_12_____
size,357,6
shape,357,acdacdddfddffedffddffacffabcddacacff
letters,357,352164465321123456631245246513514632
prods,357,15__10_6__4_4_36__12_10____3___30_12___8____120___3_6_5__24___
size,358,6
shape,358,acabcddabbcfedacddfeddefdffffdfacacf
letters,358,631452324561256134413625542316165243
prods,358,18__20___2_24_240______20_6__6_20___6_18___5_____18__30__8__
size,359,6
shape,359,abcacddabbcfedabcdffdddfddeffdfffacf
letters,359,431256563142315624624315246531152463
prods,359,12___10__12_90_72______2_60___20___48_15_3__2_20____3____24__
size,360,6
shape,360,acabcddacacefdabcededacfeffdddfacfff
letters,360,254361146532612453531624325146463215
prods,360,10__72___24_6_24__15____6_40____60__5_12______2_4_30__18____
size,361,6
shape,361,dacacdeddddffffffddddacfeffdddfacfff
letters,361,642351534162215643461235153426326514
prods,361,60_8__15__2__3_20_6_24_______15_12_30_3_6______20_2_24__12____
size,362,6
shape,362,dabbcdeddddfeffffdeddacfffedddacffff
letters,362,621354165423413562532641246135354216
prods,362,240_30____12__6_15_20_12_______2__12_48_24______2_3_30_15_____
size,363,6
shape,363,abcacddddddfffeffdacfddfdddffdfffacf
letters,363,264315145236532461613524351642426153
prods,363,48___3__30_5_12_30_8_18_______4_6___30_8__12_10_6___6____5__
size,364,6
shape,364,dddacdeffddefacffedddacfeffdddfacfff
letters,364,435126156432312645521364264513643251
prods,364,12_15_30_2__240____24_12___2_____60_12_4_18______10_5_3__12____
size,365,6
shape,365,abcacdddacdffeddeddeffefefacedfabcff
letters,365,241635623451415362562143354216136524
prods,365,8___18__5_24_60_12__240____10_3__6_15________8___24__90____
size,366,6
shape,366,acacdddabceffdacfddedacfffedddacffff
letters,366,215643532164364512456231123456641325
prods,366,2__30__24_12_15_6______60_20___2_4__18_6______12_10_30_24_____
size,367,6
shape,367,abbbcddabcdfedacedffddffddffddffacff
letters,367,514263145632236145351426462351623514
prods,367,240_____6_6_120___24___15_6___30___2_12___24_12___5_4___15___
size,368,6
shape,368,dacacdedacdefeddefdefffdefabcefacacf
letters,368,561243234651315426423165652314146532
prods,368,30_6__8__18__30_24__60____15_4___24_____40___6_____24__15__
size,369,6
shape,369,acacddddddefeffffdeacddfeddffdfffacf
letters,369,421563634125562314215436346251153642
prods,369,8__5__12_15_180_18_8_3________24__5__8_15___20_18___2____24__
size,370,6
shape,370,dabcddedacfffedacddefddeffdffeacfacf
letters,370,235146123654542361654213461532316425
prods,370,10_15___20_24__240_18______8_18__30_24___10_3____6____3___8__
size,371,6
shape,371,abbcdddabcffedabcdffdddeddeffefffacf
letters,371,132654354261621345245136416523563412
prods,371,36____30_4_36_40______8_12___180___90_5_6__20_6________4__
size,372,6
shape,372,dacacdfdabcfdfdacdfdeddfdefffdffabcf
letters,372,312456123645654132246513435261561324
prods,372,3_2__20__30__10_72____12__120_3__6__72__10_6__20_____4___6___
size,373,6
shape,373,acdacdddeddffffffddddddfeffffdfacacf
letters,373,156234541326635142423651264513312465
prods,373,5__30_6__24_30_12__3_8_______2_24_12_12_30_5_______15__2__24__
size,374,6
shape,374,abbbcdddabcfffdacdaceddfddeffdfffacf
letters,374,523416265134136245341562654321412653
prods,374,120_____24_2_18_15______48_8__10_12___15_12__24_5____3____30__
size,375,6
shape,375,abbcddddddefffeffdaceddeddeffefffacf
letters,375,523614451326362541134265645132216453
prods,375,180____8_24_12_30_240_15________30_3___2_18__12_4________20__
size,376,6
shape,376,abcacddabcdeedacfeefdddfedeffdfffacf
letters,376,325146514632156324261453432561643215
prods,376,30___4__144_240_24___6___30_18______6_20_30___12____5____2__
size,377,6
shape,377,acabcddacacefddddedeffffefabcdfacacf
letters,377,621534346152154623235461512346463215
prods,377,12__15___24_3_24__5____15_20_24_12__40________24___30__18__2__
size,378,6
shape,378,dddacdfefddfdfdffdedfddfffdffdacfacf
letters,378,342615631542514236126453253164465321
prods,378,18_12_2_6__10____10_12__10__24___18__10__4_30____15___4_24___6__
size,379,6
shape,379,abbbcddddaceffeddeacefffddfacdffabcf
letters,379,254163432516643251316425521634165342
prods,379,240_____90_24_12_36_5______8_10__3______5_12__18__8___60___
size,380,6
shape,380,abbcddddacefefddedfdefefdffdedfacfff
letters,380,231654352461123546546312465123614235
prods,380,36____720_4_15_10_8______90_15__12__24_____24___2__15__4____
size,381,6
shape,381,dddacdfffddedacffffddacddffddefacfff
letters,381,423651652143165432516324341265234516
prods,381,24_10_6_30__6____4_12__5_30______4_6_6__120_6___10_6___12____
size,382,6
shape,382,acabcddacacffdacdddeddfffffeddabcfff
letters,382,643125421536365412132654514263256341
prods,382,24__6___30_12_2__15____18_20__5_8_5__8_36_______24_3_60_____
size,383,6
shape,383,dacacdedabcfefddddedffffefabcdfacacf
letters,383,614523256341163452421635532164345216
prods,383,720_4__10__3__30_72______3_24_15_10__6_______12___24__20__2__
size,384,6
shape,384,dacacdeddddfffeffdddfacfffddddacffff
letters,384,642513136254365421213645451362524136
prods,384,18_8__5__12__18_90_8_10_______5_8_5__24_____4_3_18_12_10_____
size,385,6
shape,385,acddddddefffefeacdfdeddfdefffdffabcf
letters,385,561432142653635241214365326514453126
prods,385,30__240_24_15_6_12_12________8__5__10__15_6__12_____24___6___
size,386,6
shape,386,dddacdeffddefacffedddaceeffddefacfff
letters,386,623145214653352461546312165234431526
prods,386,36_2_12_4__720____24_30___10_____20_24_30_3______10_6___3____
size,387,6
shape,387,dabcddedddefffffeddacdefeddffdfffacf
letters,387,234165546231413526165342621453352614
prods,387,40_12___720_5__4_18_10________12_18_30__12____10_2___12____6__
size,388,6
shape,388,acddddddeffefefacedeabcfffddddacffff
letters,388,416235365142124653632514253461541326
prods,388,4__120_2_12_120_3_180________30___12__10______3_12_12_6_20_____
size,389,6
shape,389,acabcddacacefdabcedfdddfedffedffacff
letters,389,534126123465265341456213612534341652
prods,389,15__8___90_2_6__24____30_60____72__12_10_15___4____8___6___
size,390,6
shape,390,abcacdddabcffedddddeffffefabcdfacacf
letters,390,416352364125142536651243523614235461
prods,390,24___15__10_3_240_8______2_10_12_18_60________18___4__15__24__
size,391,6
shape,391,dddacdfefddfdfdffdedeacfffedddacffff
letters,391,534612162345423561215436641253356124
prods,391,5_36_8_6__10____15_24__48__90___6__4__12______2_10_12_15_____
size,392,6
shape,392,acabcddddacffffddddddfffeffdddfacfff
letters,392,621435246513513264354126432651165342
prods,392,12__12___15_10_4_18_5______2_12_24_12_15_8_______18_20_2__30____
size,393,6
shape,393,acdacdddfddfffdffdddeacfeffdddfacfff
letters,393,326145164352215634653421541263432516
prods,393,6__24_4__10_2_6__18_15____15___4_120_20__8______10_6_18__6____
size,394,6
shape,394,abcddddddffffefacddfabcffabbcdabbbcf
letters,394,263451132645521364415236346512654123
prods,394,36___24_20_5_5_6_2_______18__24_12__30_____120____6_240_____
size,395,6
shape,395,acddddddeffffffacddddddfeffffdfacacf
letters,395,654231412653543162325416261345136524
prods,395,30__24_12_15_3_20_4________6__12_6_12_5_12_4_______20__18__10__
size,396,6
shape,396,abbbcddabbcfedabcdefdddfedeffdfffacf
letters,396,542316426531214653631245153462365124
prods,396,120_____6_144_180______3_120___15___15_8_24___30____8____2__
size,397,6
shape,397,abbbcdddabcffedacddfeddfedeffdfffacf
letters,397,652143345261123654416532264315531426
prods,397,240_____3_3_8_60______72_30__8_40___15_3___18____30____8__
size,398,6
shape,398,acabcddddacfefedddedffffefacddfabcff
letters,398,314256243165651324426513165432532641
prods,398,3__40___30_240_20_18_6______15_2_12__12_______20__12_2__36____
size,399,6
shape,399,abbbcddddddfefeffdedfacfffddddacffff
letters,399,213546351624436251645132124365562413
prods,399,120_____24_72_15_30_12_10_______2__8__3_____8_12_6_15_30_____
size,400,6
shape,400,dddacdfffddfdacffdfddacfdffdddfacfff
letters,400,543126631452164235256314412563325641
prods,400,30_12_3_2__12____8_15__2_24____20__5_12_3___12___30_24_3__10____
size,401,6
shape,401,abcacddabbcffddddddffffffacacdacabcf
letters,401,614253325461531642462135243516156324
prods,401,24___10__3_15_240______18_2_6_12_10_8_______12__5__24_5__36___
size,402,6
shape,402,abbbcddddddffffffdacdddfddfffdffabcf
letters,402,613524254613435261546132321456162345
prods,402,180_____12_8_15_20_12_6_______2_20__6_4_15__3_12____30___24___
size,403,6
shape,403,acabcddddacffefddddedfffeffdddfacfff
letters,403,345162152436621345263514416253534621
prods,403,12__30___12_6_60_2_12______15_4_20_40__18_______12_10_3__12____
size,404,6
shape,404,dabcddfdddffdfffddedddefffeffdacfacf
letters,404,541632123465315246236514462351654123
prods,404,5_24___18_10__2_15_8___24____20_24__18_48_15________3_30___2__
size,405,6
shape,405,dacacdedabcefedacfdefdddffdffeacfacf
letters,405,254631423516631245546123162354315462
prods,405,48_20__18__30__144_15______6_8___5___3_10_24___10____3___24__
size,406,6
shape,406,abbcddddacffefddddedffefffddedacffff
letters,406,614235451362146523235146362451523614
prods,406,48____18_10_24_20_3______30_5_40_18__18_______6_24__4_10_____
size,407,6
shape,407,acabcddddacfeffdddeddfffeffdddfacfff
letters,407,145236621453352641436125514362263514
